Date,Open,High,Low,Close,Adj Close,Volume
2018-6-1,99.339996,99.610001,98.220001,98.25,94.120537,2711200
2018-6-4,98.809998,99.510002,98.639999,99.449997,95.270088,2417400
2018-6-5,99.120003,99.410004,98.43,99.309998,95.135979,1811500
2018-6-6,100,101,99.57,100.970001,96.726196,2872700
2018-6-7,101.440002,102.389999,100.889999,101.480003,97.214767,4245700
2018-6-8,101.290001,101.300003,99.589996,101,96.754951,3580500
2018-6-11,101.18,101.669998,100.790001,101.199997,96.946526,3453000
2018-6-12,101.5,101.5,100.239998,100.730003,96.496284,2426100
2018-6-13,100.870003,100.879997,99.959999,100.019997,95.816124,3183800
2018-6-14,100.519997,101.099998,99.510002,99.760002,95.567062,3285500
2018-6-15,99.220001,99.269997,97.309998,98.519997,94.379181,6741200
2018-6-18,97.849998,98.550003,97.309998,98.470001,94.331276,3621300
2018-6-19,97.139999,97.93,96.620003,97.139999,93.057175,3119600
2018-6-20,97.699997,97.889999,96.360001,96.419998,92.367439,4495300
2018-6-21,96.160004,96.959999,95.760002,96.629997,92.568611,3350700
2018-6-22,97.349998,97.959999,97.07,97.230003,93.143417,7235400
2018-6-25,97.050003,100.099998,95.650002,98.540001,94.398338,7996700
2018-6-26,99.5,99.830002,98.07,98.209999,94.082199,5166100
2018-6-27,98.43,99.410004,96.93,96.959999,92.884743,3693700
2018-6-28,97.010002,97.449997,96.57,96.970001,92.894318,3142300
2018-6-29,98.129997,99.480003,97.650002,98,93.881042,4698500
2018-7-2,97.400002,99.040001,97.160004,99,94.839005,3148700
2018-7-3,99.309998,99.309998,97.720001,97.839996,93.72776,2041200
2018-7-5,98.349998,98.629997,97.629997,98.529999,94.727631,2385500
2018-7-6,98.459999,99.029999,98.199997,98.519997,94.71801,1996600
2018-7-9,99.260002,100.010002,99.080002,99.910004,96.054367,4991700
2018-7-10,99.910004,100.470001,99.57,99.910004,96.054367,4675500
2018-7-11,99.660004,100.800003,99.660004,100.300003,96.429321,3469600
2018-7-12,101.029999,101.330002,100.599998,101.150002,97.246506,3688800
2018-7-13,101.080002,101.150002,99.620003,100.5,96.621605,3456500
2018-7-16,100.599998,100.879997,100.07,100.690002,96.804276,3264800
2018-7-17,100.779999,101.459999,100.650002,101.150002,97.246506,3092200
2018-7-18,101.550003,103.07,101.419998,102.980003,99.005898,5923800
2018-7-19,100.199997,101.370003,99.279999,100.169998,96.304329,7171100
2018-7-20,100.129997,101.300003,99.980003,100.150002,96.285103,3325500
2018-7-23,100.150002,101.400002,100.010002,101.220001,97.313805,2617900
2018-7-24,101.459999,102.089996,101.169998,101.709999,97.784889,3155100
2018-7-25,101.230003,102.779999,101.080002,102.629997,98.669395,2549400
2018-7-26,102.839996,103.150002,102.360001,102.5,98.544403,2744000
2018-7-27,102.870003,104.239998,102.669998,103.849998,99.842308,3815800
2018-7-30,102.730003,103.110001,100.349998,100.849998,96.958092,4423000
2018-7-31,101.050003,101.199997,99.440002,99.519997,95.67942,4330400
2018-8-1,99.900002,100.93,99.169998,99.449997,95.612122,3315400
2018-8-2,98.900002,99.93,98.669998,99.730003,95.881317,2481800
2018-8-3,99.959999,100.900002,99.699997,100.790001,96.900414,1830400
2018-8-6,100.769997,101.32,100.400002,100.919998,97.025391,2004600
2018-8-7,101.489998,102.75,101.370003,101.970001,98.034859,1852800
2018-8-8,102,102.949997,101.809998,102.779999,98.813614,2228900
2018-8-9,102.440002,103.32,102.279999,102.989998,99.015511,2435500
2018-8-10,102.089996,102.199997,101.169998,101.580002,97.659927,2473800
2018-8-13,101.480003,102.300003,101.400002,101.809998,97.881042,3389200
2018-8-14,101.93,102.599998,101.830002,102.18,98.236771,2327100
2018-8-15,101.57,101.93,100.839996,101.510002,97.592628,2219600
2018-8-16,101.900002,103.139999,101.870003,102.650002,98.688637,2290400
2018-8-17,102.629997,103.309998,102.059998,103.029999,99.053963,1950800
2018-8-20,103.019997,103.970001,102.93,103.830002,99.823097,2267900
2018-8-21,103.919998,105.25,103.760002,104.809998,100.765274,3218400
2018-8-22,104.900002,106.260002,104.510002,105.830002,101.745903,2761300
2018-8-23,105.540001,106.019997,105.160004,105.370003,101.303658,1866800
2018-8-24,105.910004,106.339996,105.449997,105.760002,101.678619,1844000
2018-8-27,106.790001,107.330002,106.279999,107.050003,102.918839,1972000
2018-8-28,107.059998,107.43,106.68,107.279999,103.139946,2275000
2018-8-29,107.040001,107.309998,105.889999,106.709999,102.591957,1896200
2018-8-30,106.599998,106.669998,105.970001,106.230003,102.13047,1868300
2018-8-31,105.519997,106.400002,105.300003,105.980003,101.890129,2115500
2018-9-4,106.349998,107.269997,105.580002,107.010002,102.880371,2941800
2018-9-5,107,107.25,104.879997,105.68,101.6017,5511800
2018-9-6,105.5,105.870003,104.550003,105.400002,101.33252,3623900
2018-9-7,105.639999,106.349998,105.349998,106.080002,101.986267,2498400
2018-9-10,106.559998,107.800003,106.559998,107.290001,103.149574,3337000
2018-9-11,106.709999,108.470001,106.470001,108.309998,104.130203,2795800
2018-9-12,108.309998,108.690002,107.660004,107.879997,103.716789,4103100
2018-9-13,108.199997,109.190002,107.93,108.660004,104.466705,3429600
2018-9-14,108.839996,110.010002,108.839996,109.559998,105.331955,2999800
2018-9-17,110.209999,110.239998,108.940002,109.199997,104.985855,2383100
2018-9-18,109.440002,109.870003,108.970001,109.639999,105.408882,2173200
2018-9-19,110,110.459999,109.730003,110.099998,105.851128,2365700
2018-9-20,110.849998,111.769997,110.650002,111.110001,106.822151,2844800
2018-9-21,111.290001,111.510002,110.760002,110.900002,106.620255,5662900
2018-9-24,110.739998,110.839996,109.349998,109.849998,105.610786,1871600
2018-9-25,110.239998,110.239998,109.379997,109.870003,105.630005,1910600
2018-9-26,110.080002,110.110001,107.800003,108.010002,103.841774,2944200
2018-9-27,108.010002,108.349998,107.339996,107.849998,103.687958,2121700
2018-9-28,107.269997,107.870003,106.279999,106.489998,102.380424,3931500
2018-10-1,107.809998,108.989998,107.610001,107.900002,103.736031,3361300
2018-10-2,108.010002,108.470001,107.309998,108.389999,104.207115,2223100
2018-10-3,109.25,109.400002,108.25,108.449997,104.264786,2505100
2018-10-4,108.25,108.849998,106.809998,107.739998,103.956047,2478700
2018-10-5,108.059998,108.470001,106.720001,107.230003,103.463943,2399800
2018-10-8,106.629997,107.230003,105.57,106.989998,103.232384,2723400
2018-10-9,106.300003,106.93,105.940002,106.660004,102.913971,2604400
2018-10-10,106.959999,107.010002,103.519997,103.57,99.932495,4555600
2018-10-11,103.220001,104.339996,101.550003,101.580002,98.01239,6069300
2018-10-12,104.309998,104.919998,101.709999,103,99.382515,4855900
2018-10-15,102.849998,103.559998,102.209999,102.620003,99.015862,2780900
2018-10-16,103.07,104.470001,102.690002,104.269997,100.607903,3121000
2018-10-17,104.330002,105.290001,103.919998,104.339996,100.675446,3792400
2018-10-18,104.529999,104.760002,102.290001,102.839996,99.228127,4538200
2018-10-19,104.059998,107.550003,104.059998,106.730003,102.981514,5726300
2018-10-22,106.610001,106.959999,104.449997,104.510002,100.839493,5003100
2018-10-23,102.410004,104.519997,101.839996,104.379997,100.71405,4223800
2018-10-24,104.43,104.949997,101.510002,101.839996,98.263252,4056700
2018-10-25,102.480003,104.169998,101.800003,103.599998,99.961441,3378900
2018-10-26,102.540001,102.660004,100.139999,101.25,97.693985,5395700
2018-10-29,102.470001,103.25,100.040001,101.190002,97.636078,4238700
2018-10-30,101.599998,102.389999,100.410004,102.080002,98.494812,3778200
2018-10-31,103.059998,103.709999,102.550003,102.730003,99.122002,4511300
2018-11-1,103.260002,104.269997,103.019997,104.040001,100.385994,2786800
2018-11-2,104.93,105.050003,102.889999,103.709999,100.067581,4322200
2018-11-5,104.040001,105.400002,103.800003,105.209999,101.5149,2697700
2018-11-6,104.980003,105.660004,104.370003,104.980003,101.292984,2856000
2018-11-7,105.730003,107.480003,104.900002,107.309998,103.541145,3606900
2018-11-8,107.029999,108.629997,107.029999,108.5,104.689346,2896700
2018-11-9,108.379997,109.330002,107.349998,108.279999,104.477089,4444000
2018-11-12,108.160004,108.440002,106.300003,106.489998,102.749924,3154600
2018-11-13,106.650002,108.199997,106.470001,107.860001,104.071823,3021800
2018-11-14,108.610001,109.330002,106.889999,107.769997,103.984985,4978100
2018-11-15,106.68,109.699997,106.339996,109.599998,105.75071,3742600
2018-11-16,108.580002,110.379997,108.580002,109.459999,105.615631,3486200
2018-11-19,109.900002,110.019997,107.419998,108.25,104.44812,3161200
2018-11-20,107.550003,107.900002,105.459999,106.089996,102.363983,3779000
2018-11-21,106.370003,107.669998,106.129997,106.5,102.759605,2791000
2018-11-23,105.879997,106.449997,105.309998,105.739998,102.026276,938800
2018-11-26,107.150002,109.730003,106.830002,109.68,105.827911,4488500
2018-11-27,109.5,110.360001,108.730003,110.110001,106.242798,2837900
2018-11-28,110.330002,113.18,110.330002,112.889999,108.925179,3995900
2018-11-29,112,112.260002,110.480003,111.309998,107.400658,4249500
2018-11-30,110.370003,112.449997,110.370003,112.269997,108.326942,3949500
2018-12-3,113.989998,114.550003,112,112.360001,108.413773,3399400
2018-12-4,111.860001,112.160004,107.540001,107.639999,103.85955,5238400
2018-12-6,105.639999,108.389999,104.779999,108.25,104.44812,7455200
2018-12-7,108.199997,109.620003,105.760002,106.68,102.933266,4419400
2018-12-10,105.940002,106.720001,103.5,105.790001,102.074532,4110000
2018-12-11,107.389999,108.010002,104.510002,105.400002,101.698242,3132200
2018-12-12,107.269997,108.730003,106.5,107.480003,103.705177,4183800
2018-12-13,107.769997,108.360001,106.330002,106.699997,102.952568,3542600
2018-12-14,105.769997,106.449997,104.93,105.699997,101.987679,5245400
2018-12-17,105.459999,105.459999,100.779999,101.18,97.626434,7345500
2018-12-18,101.980003,102.57,100.470001,101.019997,97.472046,5220800
2018-12-19,99.760002,102,98.199997,98.769997,95.301086,6195600
2018-12-20,97.910004,98.870003,95.260002,95.769997,92.406448,7110500
2018-12-21,95.199997,96.629997,91.150002,91.330002,88.122375,11005300
2018-12-24,90.739998,91.550003,89.5,89.5,86.356644,3190900
2018-12-26,89.849998,93.889999,89.050003,93.839996,90.54422,5383700
2018-12-27,92.360001,94.68,91.260002,94.68,91.354729,4226600
2018-12-28,95.400002,95.650002,93.949997,94.419998,91.103851,3225100
2018-12-31,95.129997,95.610001,94.300003,95.32,91.972237,2821100
2019-1-2,93.910004,96.269997,93.769997,95.68,92.319603,4175400
2019-1-3,94.790001,95.18,93.230003,93.43,90.51757,4776600
2019-1-4,95.370003,98.349998,94.900002,97.639999,94.596352,4637200
2019-1-7,97.769997,98.919998,97.019997,98.169998,95.109818,3289000
2019-1-8,98.690002,99.519997,97.519997,98.650002,95.574867,3227200
2019-1-9,98.739998,99.589996,98.150002,98.830002,95.749245,2954500
2019-1-10,98.449997,98.669998,97.82,98.260002,95.197029,3523800
2019-1-11,97.879997,98.68,97.360001,98.550003,95.477974,2770600
2019-1-14,97.760002,99.029999,97.620003,98.440002,95.371407,4120500
2019-1-15,98.610001,98.870003,97.739998,97.989998,94.93544,5795100
2019-1-16,98.940002,99.959999,98.510002,99.410004,96.311172,4701900
2019-1-17,99.410004,100.239998,98.57,99.489998,96.38868,5693300
2019-1-18,98.190002,100.809998,96.370003,100.480003,97.347824,9872500
2019-1-22,99.849998,100.68,98.959999,99.830002,96.718086,4699800
2019-1-23,99.93,100.190002,98.459999,99.709999,96.601822,3585100
2019-1-24,99.690002,100.540001,99.379997,99.720001,96.611511,3415900
2019-1-25,100.43,101.589996,100.089996,100.769997,97.628769,3488300
2019-1-28,100.050003,100.410004,99.480003,100.379997,97.250931,3185400
2019-1-29,100.940002,101.419998,100.540001,100.959999,97.812851,2827400
2019-1-30,101.089996,102.849998,100.540001,102.669998,99.469536,3501500
2019-1-31,102,102.900002,101.699997,102.699997,99.498604,4302100
2019-2-1,102.410004,103.529999,102.410004,103.059998,99.847382,4727800
2019-2-4,103.040001,103.459999,102.519997,103.419998,100.196175,2578300
2019-2-5,103.629997,104.18,103.410004,103.900002,100.661209,2231200
2019-2-6,103.849998,105.080002,103.43,104.959999,101.688164,3595700
2019-2-7,104.059998,104.779999,103.610001,104.389999,101.135933,3857300
2019-2-8,103.730003,104.519997,103.43,104.519997,101.261879,2581900
2019-2-11,104.949997,105.559998,104.809998,105.410004,102.124146,2653800
2019-2-12,106.269997,107.43,106.260002,107,103.664574,3238600
2019-2-13,107.550003,108.470001,107.099998,107.559998,104.207115,3182100
2019-2-14,107,107.360001,106.239998,106.620003,103.296417,2385900
2019-2-15,107.330002,108.089996,107.120003,107.379997,104.032738,3882300
2019-2-19,107.050003,107.230003,106.459999,106.5,103.180176,3692800
2019-2-20,106.57,107.18,106.5,106.779999,103.451439,3840800
2019-2-21,106.739998,106.949997,106.32,106.610001,103.286728,2566500
2019-2-22,106.980003,107.550003,106.860001,107.440002,104.090858,2256400
2019-2-25,108.199997,108.849998,106.760002,106.93,103.596756,3333500
2019-2-26,106.669998,107.620003,106.419998,106.940002,103.606453,2548100
2019-2-27,106.860001,107.629997,106.599998,107.419998,104.07148,2393500
2019-2-28,107.220001,108.449997,107.080002,107.739998,104.381508,3295800
2019-3-1,108.400002,109.650002,108.199997,108.900002,105.505356,2682000
2019-3-4,109.559998,110.089996,107.760002,109,105.602226,4053200
2019-3-5,109.029999,109.32,108.32,108.849998,105.456894,2685700
2019-3-6,108.93,109.449997,108.849998,108.980003,105.582855,2616000
2019-3-7,108.559998,108.629997,107.400002,107.860001,104.497757,3048200
2019-3-8,106.790001,108.07,106.68,107.980003,104.614029,2077100
2019-3-11,109.010002,109.790001,108.709999,109.559998,106.144768,3289200
2019-3-12,109.739998,111.279999,109.739998,110.43,106.987656,3917500
2019-3-13,110.18,112.260002,110.089996,112.139999,108.644348,4234100
2019-3-14,112.389999,112.779999,111.879997,112.349998,108.847801,3538200
2019-3-15,112.709999,113.769997,112.529999,113.519997,109.981331,4780400
2019-3-18,113.75,114.25,113.160004,113.550003,110.010391,2918000
2019-3-19,114.220001,114.220001,112.360001,112.669998,109.157822,3331300
2019-3-20,112.260002,112.459999,110.599998,110.769997,107.317055,3309300
2019-3-21,109.959999,112.18,109.809998,111.82,108.33432,3111000
2019-3-22,111.290001,111.32,108.989998,109.459999,106.047882,3737400
2019-3-25,109.279999,110.07,108.190002,109.040001,105.640984,3596200
2019-3-26,109.989998,110.400002,109.050003,109.5,106.086639,2844500
2019-3-27,109.68,110,108.330002,108.980003,105.582855,3346600
2019-3-28,109.419998,109.879997,108.489998,109.160004,105.757256,2693300
2019-3-29,110.199997,110.389999,109.139999,109.300003,105.892883,4891000
2019-4-1,110.290001,112.040001,110.080002,111.699997,108.218056,5125100
2019-4-2,111.209999,111.459999,110.370003,111,107.539871,3568900
2019-4-3,111.82,112,110.349998,110.559998,107.113602,3719700
2019-4-4,110.330002,110.489998,109.5,110.120003,107.064987,3619600
2019-4-5,110.480003,111.209999,110.440002,110.959999,107.881683,4553700
2019-4-8,110.620003,110.849998,109.919998,110.699997,107.628899,4776600
2019-4-9,110.010002,110.309998,109.489998,109.849998,106.802483,2869300
2019-4-10,110.480003,110.480003,109.519997,110.160004,107.103882,2650100
2019-4-11,110.510002,110.830002,109.419998,109.849998,106.802483,2320600
2019-4-12,110.82,111.550003,110.449997,110.910004,107.833084,2316900
2019-4-15,110.919998,110.970001,110.25,110.529999,107.463615,2285000
2019-4-16,111.089996,112.029999,110.940002,111.879997,108.776161,2523400
2019-4-17,112.309998,112.5,111.25,111.760002,108.659492,3799900
2019-4-18,112.25,114.139999,111.32,113.669998,110.51651,6186800
2019-4-22,112.599998,113.400002,112.230003,112.330002,109.213676,3174400
2019-4-23,112.190002,114.040001,111.900002,113.970001,110.808189,3342800
2019-4-24,113.760002,114.360001,113.419998,114.019997,110.856781,2318400
2019-4-25,115.230003,116.5,114.75,115.879997,112.665184,4595200
2019-4-26,116.589996,117.730003,116.099998,117.599998,114.337479,2990600
2019-4-29,117.239998,117.699997,116.550003,116.760002,113.520775,3096200
2019-4-30,117.050003,117.349998,116.099998,117.230003,113.977745,2387900
2019-5-1,117.470001,117.989998,116.93,117.019997,113.773552,2450500
2019-5-2,117,117.650002,116.68,117.25,113.997177,2538700
2019-5-3,117.910004,119.660004,117.629997,119.349998,116.03894,2856200
2019-5-6,117.260002,119.610001,117.050003,119.339996,116.029198,2924500
2019-5-7,118.370003,119.410004,117.650002,118.220001,114.940269,6282300
2019-5-8,117.830002,118.110001,116.82,117.489998,114.230522,4037500
2019-5-9,116.150002,117.290001,115.379997,117.260002,114.006905,3219600
2019-5-10,116.860001,118.93,116.209999,118.459999,115.173615,2435100
2019-5-13,116.419998,116.889999,115.620003,115.900002,112.684631,3710600
2019-5-14,115.980003,117.730003,115.769997,117.010002,113.763855,2460700
2019-5-15,116.18,118.230003,115.900002,117.660004,114.395821,2711400
2019-5-16,117.769997,120.349998,117.769997,119.839996,116.515335,4143500
2019-5-17,118.599998,119.589996,118.510002,119.07,115.766701,5273600
2019-5-20,118.830002,120.32,118.620003,119.839996,116.515335,2765600
2019-5-21,120.470001,120.68,119.339996,120.550003,117.205643,3369100
2019-5-22,120.360001,120.879997,119.440002,120.010002,116.680618,2941100
2019-5-23,119.269997,119.400002,117.849998,118.43,115.144447,3290200
2019-5-24,119.209999,119.629997,118.330002,119.510002,116.194489,2240100
2019-5-28,119.360001,120.120003,118.169998,118.169998,114.89167,2550300
2019-5-29,117.709999,117.809998,116.040001,117.010002,113.763855,2553900
2019-5-30,117.209999,117.309998,116.110001,116.739998,113.501328,1882400
2019-5-31,115.769997,115.980003,114.559998,114.709999,111.527649,2969100
2019-6-3,114.559998,115.93,113.889999,114.620003,111.440155,2968500
2019-6-4,115.709999,117,115.230003,116.849998,113.608269,3043200
2019-6-5,117.18,118.239998,117.010002,118.120003,114.843056,2568100
2019-6-6,118.419998,119.639999,118.150002,119.43,116.116714,2209300
2019-6-7,119.870003,121.360001,119.559998,121.110001,117.750107,2481800
2019-6-10,121.599998,123.449997,121.410004,122.660004,119.257103,3453700
2019-6-11,123.550003,124.739998,123.080002,123.230003,119.811302,3303800
2019-6-12,122.919998,123.190002,121.589996,122.029999,118.644569,2685700
2019-6-13,122.089996,122.699997,121.419998,121.860001,118.479286,2343900
2019-6-14,122.010002,122.610001,120.940002,122,118.615402,2483800
2019-6-17,122.239998,122.239998,121.300003,121.449997,118.080658,2094200
2019-6-18,122.809998,125.050003,122.209999,123.43,120.005737,2729200
2019-6-19,124.239998,124.919998,123.68,124.68,121.221062,2951700
2019-6-20,125.690002,126.400002,124.470001,124.919998,121.454399,3303200
2019-6-21,125.199997,126.309998,124.559998,124.730003,121.269676,5703800
2019-6-24,124.980003,125.419998,124.010002,124.139999,120.696037,2680900
2019-6-25,124.269997,124.57,123.040001,123.160004,119.743225,2387800
2019-6-26,123.18,124,123.029999,123.589996,120.161301,1902500
2019-6-27,123.690002,124.410004,123.559998,123.940002,120.501587,1504300
2019-6-28,124.290001,124.550003,123.199997,123.440002,120.015465,4338900
2019-7-1,125.300003,126.400002,124.550003,124.919998,121.454399,4008800
2019-7-2,124.779999,125.330002,124.599998,125.099998,121.62941,4076100
2019-7-3,125.209999,126.050003,124.940002,125.860001,122.751007,3714300
2019-7-5,126.129997,126.190002,124.309998,125.400002,122.302361,3731500
2019-7-8,124.989998,125.230003,124.639999,124.849998,121.765953,3332000
2019-7-9,124.269997,126.040001,124.18,125.900002,122.790016,2237100
2019-7-10,126.699997,128.419998,126.699997,126.889999,123.755554,2733800
2019-7-11,126.980003,127.690002,126.440002,127.279999,124.135918,2928100
2019-7-12,127.550003,128,126.870003,127.959999,124.799126,1639400
2019-7-15,128.25,128.679993,127.760002,128.570007,125.394066,2355700
2019-7-16,129.220001,129.339996,127.800003,128.059998,124.896652,2734000
2019-7-17,128.020004,128.639999,127.010002,127.080002,123.940857,2248900
2019-7-18,126.690002,129.089996,126.660004,128.399994,125.228256,3524500
2019-7-19,126.800003,128,123.800003,124.82,121.736687,7819000
2019-7-22,124.75,126.010002,124.699997,126,122.887543,4839700
2019-7-23,126.379997,128.979996,126.360001,128.199997,125.033203,4055100
2019-7-24,127.709999,128.220001,126.790001,127.949997,124.789368,3628300
2019-7-25,127.809998,128.190002,126.5,127.150002,124.00914,2663500
2019-7-26,127.089996,127.559998,126.300003,126.779999,123.648262,4236200
2019-7-29,126.910004,127.459999,126.540001,127.190002,124.048157,1829500
2019-7-30,126.57,126.910004,126.300003,126.470001,123.34594,1575400
2019-7-31,126.529999,126.589996,123.620003,124.370003,121.297806,3221000
2019-8-1,123.769997,126.129997,123.519997,124.089996,121.024719,4489800
2019-8-2,123.919998,124.910004,123.080002,124.309998,121.239296,3268800
2019-8-5,122.459999,123.080002,120.160004,120.720001,117.737968,5876200
2019-8-6,121.059998,122.849998,120.870003,122.550003,119.522766,3497000
2019-8-7,120.919998,123.849998,120.220001,123.540001,120.488304,3170800
2019-8-8,123.849998,125.699997,123.699997,125.290001,122.195076,2976100
2019-8-9,125.580002,126.739998,124.720001,126.169998,123.053329,2138300
2019-8-12,124.989998,125.709999,123.800003,123.949997,120.888184,2918000
2019-8-13,123.860001,126.5,122.510002,126.32,123.199638,3175700
2019-8-14,124.349998,125.330002,122.129997,122.650002,119.620293,5626300
2019-8-15,122.650002,123,121.139999,122.379997,119.356956,3031700
2019-8-16,123.5,124.75,122.690002,124.629997,121.551384,2343400
2019-8-19,126.099998,126.150002,124.339996,124.400002,121.327072,3286700
2019-8-20,123.629997,123.779999,121.339996,121.419998,118.420677,3641600
2019-8-21,122.5,123.059998,121.989998,122.5,119.473999,2948300
2019-8-22,123.309998,123.709999,121.769997,122.269997,119.249672,2322100
2019-8-23,122,122.050003,117.059998,117.760002,114.851089,4800400
2019-8-26,118.330002,118.940002,117.379997,118.529999,115.602066,3170600
2019-8-27,119.089996,119.339996,116.849998,117.75,114.841331,3145800
2019-8-28,117.029999,119.309998,116.970001,119.089996,116.148232,2327400
2019-8-29,120.459999,121.199997,119.959999,120.739998,117.757469,1901300
2019-8-30,121.470001,121.660004,119.82,120.370003,117.396614,2366200
2019-9-3,119.860001,120.279999,117.519997,117.599998,114.69503,3198700
2019-9-4,118.419998,118.730003,117.800003,118.400002,115.475273,3746900
2019-9-5,119.5,121.629997,119.5,120.669998,117.689209,5261100
2019-9-6,121.139999,121.190002,120,120.190002,117.221062,4552400
2019-9-9,121.209999,121.410004,119.519997,119.919998,116.957726,5336000
2019-9-10,119.599998,119.610001,116.300003,117.309998,114.412201,6196100
2019-9-11,117.120003,118.099998,116.75,118,115.085159,3674400
2019-9-12,119,120.43,118.779999,119.019997,116.079964,3733500
2019-9-13,119.239998,119.970001,118.290001,119.199997,116.255508,3941100
2019-9-16,118.139999,118.440002,116.68,117.639999,114.734047,4280600
2019-9-17,117.900002,119.129997,117.5,119.050003,116.109222,3054700
2019-9-18,118.589996,118.800003,117.470001,118.739998,115.806877,2844500
2019-9-19,118.610001,119.519997,117.599998,117.790001,114.880341,1975800
2019-9-20,117.830002,118.239998,116.370003,116.800003,113.91481,5301500
2019-9-23,116.360001,118.419998,116.099998,118.239998,115.319229,5089400
2019-9-24,118.889999,120.199997,117.519997,118.169998,115.250969,5128400
2019-9-25,117.860001,119.440002,117.059998,119.120003,116.17749,2742900
2019-9-26,119.309998,120.029999,118.839996,118.910004,115.972679,3411200
2019-9-27,119.129997,119.620003,117.980003,118.589996,115.660576,2909200
2019-9-30,119.050003,119.239998,118.139999,118.279999,115.358238,2345800
2019-10-1,118.699997,119.5,116.610001,116.699997,113.817261,2841300
2019-10-2,115.760002,115.809998,112.75,112.860001,110.072128,4908800
2019-10-3,112.199997,112.959999,111.059998,112.550003,110.189613,3529300
2019-10-4,112.660004,114.529999,112.599998,114.410004,112.01062,2728200
2019-10-7,113.910004,114.650002,113.599998,113.650002,111.266548,2556000
2019-10-8,112.830002,113.650002,112.050003,112.540001,110.179832,3757300
2019-10-9,113.25,114.769997,113.230003,113.919998,111.530884,2365600
2019-10-10,114.809998,115.790001,113.93,115.019997,112.607811,2384300
2019-10-11,116.739998,117.57,116.190002,116.400002,113.958862,2860400
2019-10-14,116.139999,117,115.940002,116.389999,113.949074,1864400
2019-10-15,117.029999,118.190002,116.730003,117.589996,115.123909,2379700
2019-10-16,117.629997,117.989998,117.07,117.410004,114.947701,2136700
2019-10-17,118.010002,119.330002,117.959999,119.099998,116.602242,3005500
2019-10-18,119.730003,119.980003,116.669998,116.760002,114.311317,6188500
2019-10-21,117.550003,119.379997,117.489998,119.050003,116.553299,4259500
2019-10-22,118.669998,119.349998,118.290001,118.610001,116.12252,3912100
2019-10-23,118.419998,119.230003,115.510002,116.489998,114.046974,3921100
2019-10-24,116.440002,116.900002,116.139999,116.410004,113.968666,2551300
2019-10-25,116.360001,118.510002,116.269997,118.260002,115.779861,2325000
